0.00414032 <0.00000000 14.00072341 7.00036170> <-0.36715804 -0.59295765 -0.02113530> <0.00000000 0.00000000 0.00000000>
0.00414032 <3.50018085 14.00072341 10.50054256> <-0.50597999 -0.47811228 0.13475559> <0.00000000 0.00000000 0.00000000>
0.00414032 <0.00000000 17.50090426 10.50054256> <0.37997540 0.81109341 -0.28528203> <0.00000000 0.00000000 0.00000000>
0.00414032 <3.50018085 17.50090426 7.00036170> <0.81248316 0.50315575 -1.10553212> <0.00000000 0.00000000 0.00000000>
0.00414032 <0.00000000 14.00072341 14.00072341> <-0.70564082 0.49201574 -0.92665599> <0.00000000 0.00000000 0.00000000>
0.00414032 <3.50018085 14.00072341 17.50090426> <0.18282550 1.18612218 0.10813523> <0.00000000 0.00000000 0.00000000>
0.00414032 <0.00000000 17.50090426 17.50090426> <-0.52811163 -0.35714765 -0.35446451> <0.00000000 0.00000000 0.00000000>
0.00414032 <3.50018085 17.50090426 14.00072341> <-0.01936253 -0.21645392 -0.33886224> <0.00000000 0.00000000 0.00000000>
0.00414032 <7.00036170 0.00000000 0.00000000> <-0.32791266 -0.06261048 0.73737361> <0.00000000 0.00000000 0.00000000>
0.00414032 <10.50054256 0.00000000 3.50018085> <0.17358820 -0.28919416 0.01002280> <0.00000000 0.00000000 0.00000000>
0.00414032 <7.00036170 3.50018085 3.50018085> <0.34701936 -0.63207211 -0.62946594> <0.00000000 0.00000000 0.00000000>
0.00414032 <10.50054256 3.50018085 0.00000000> <-0.96528744 0.09694972 -0.03836776> <0.00000000 0.00000000 0.00000000>
0.00414032 <7.00036170 0.00000000 7.00036170> <0.34399691 -0.33551282 -0.00257906> <0.00000000 0.00000000 0.00000000>
0.00414032 <10.50054256 0.00000000 10.50054256> <-0.25486141 0.15738660 0.58446109> <0.00000000 0.00000000 0.00000000>
0.00414032 <7.00036170 3.50018085 10.50054256> <1.02139116 0.42855157 -0.20953861> <0.00000000 0.00000000 0.00000000>
0.00414032 <10.50054256 3.50018085 7.00036170> <0.05405408 -0.18013743 0.89576637> <0.00000000 0.00000000 0.00000000>
0.00414032 <7.00036170 0.00000000 14.00072341> <-0.51512082 -0.45553822 0.54746445> <0.00000000 0.00000000 0.00000000>
0.00414032 <10.50054256 0.00000000 17.50090426> <0.94061137 -0.51559762 0.11021024> <0.00000000 0.00000000 0.00000000>
0.00414032 <7.00036170 3.50018085 17.50090426> <0.28912789 0.02882589 -0.64312743> <0.00000000 0.00000000 0.00000000>
0.00414032 <10.50054256 3.50018085 14.00072341> <-0.03724517 0.08001299 1.04528161> <0.00000000 0.00000000 0.00000000>
0.00414032 <7.00036170 7.00036170 0.00000000> <0.72134251 -0.03586428 -0.43186979> <0.00000000 0.00000000 0.00000000>
0.00414032 <10.50054256 7.00036170 3.50018085> <0.11315433 -0.83319074 0.55075651> <0.00000000 0.00000000 0.00000000>
0.00414032 <7.00036170 10.50054256 3.50018085> <0.25712681 0.29970680 -0.27311412> <0.00000000 0.00000000 0.00000000>
0.00414032 <10.50054256 10.50054256 0.00000000> <0.04243220 0.95571021 0.43598540> <0.00000000 0.00000000 0.00000000>
0.00414032 <7.00036170 7.00036170 7.00036170> <-0.19657878 1.19418753 -0.50586117> <0.00000000 0.00000000 0.00000000>
0.00414032 <10.50054256 7.00036170 10.50054256> <0.02162451 -0.40950318 -0.24680167> <0.00000000 0.00000000 0.00000000>
0.00414032 <7.00036170 10.50054256 10.50054256> <-0.93855108 0.28699328 0.41498603> <0.00000000 0.00000000 0.00000000>
0.00414032 <10.50054256 10.50054256 7.00036170> <-0.02957614 -0.41868724 -0.24398182> <0.00000000 0.00000000 0.00000000>
0.00414032 <7.00036170 7.00036170 14.00072341> <-0.25533643 -0.34101502 1.17490791> <0.00000000 0.00000000 0.00000000>
0.00414032 <10.50054256 7.00036170 17.50090426> <0.65168029 -0.02135397 -0.45651715> <0.00000000 0.00000000 0.00000000>
0.00414032 <7.00036170 10.50054256 17.50090426> <-0.03054919 0.74328691 -0.07096893> <0.00000000 0.00000000 0.00000000>
0.00414032 <10.50054256 10.50054256 14.00072341> <-1.11818789 0.57426488 0.38239613> <0.00000000 0.00000000 0.00000000>
0.00414032 <7.00036170 14.00072341 0.00000000> <-0.00225561 0.91138703 -0.27741596> <0.00000000 0.00000000 0.00000000>
0.00414032 <10.50054256 14.00072341 3.50018085> <0.36461930 0.02382921 -0.71841726> <0.00000000 0.00000000 0.00000000>
0.00414032 <7.00036170 17.50090426 3.50018085> <0.10591205 -0.13498596 0.36819734> <0.00000000 0.00000000 0.00000000>
0.00414032 <10.50054256 17.50090426 0.00000000> <0.80098600 -0.46797696 -0.43334032> <0.00000000 0.00000000 0.00000000>
0.00414032 <7.00036170 14.00072341 7.00036170> <-0.16576831 -0.23013494 -0.72576989> <0.00000000 0.00000000 0.00000000>
0.00414032 <10.50054256 14.00072341 10.50054256> <0.31165980 -0.03935092 0.11726027> <0.00000000 0.00000000 0.00000000>
0.00414032 <7.00036170 17.50090426 10.50054256> <0.05501544 -0.02236959 -1.40748443> <0.00000000 0.00000000 0.00000000>
0.00414032 <10.50054256 17.50090426 7.00036170> <0.60825132 0.38323198 0.19904501> <0.00000000 0.00000000 0.00000000>
0.00414032 <7.00036170 14.00072341 14.00072341> <0.62010262 -0.53955273 0.69462950> <0.00000000 0.00000000 0.00000000>
0.00414032 <10.50054256 14.00072341 17.50090426> <0.75176789 0.01619858 0.31753264> <0.00000000 0.00000000 0.00000000>
0.00414032 <7.00036170 17.50090426 17.50090426> <-0.99054743 0.00760757 -0.97644402> <0.00000000 0.00000000 0.00000000>
0.00414032 <10.50054256 17.50090426 14.00072341> <-0.70659337 0.05809402 -0.13002543> <0.00000000 0.00000000 0.00000000>
0.00414032 <14.00072341 0.00000000 0.00000000> <-0.93099360 -0.40196314 -0.75033359> <0.00000000 0.00000000 0.00000000>
0.00414032 <17.50090426 0.00000000 3.50018085> <-0.17521962 -0.26997665 1.30828281> <0.00000000 0.00000000 0.00000000>
0.00414032 <14.00072341 3.50018085 3.50018085> <0.29594061 -0.16757876 0.37611760> <0.00000000 0.00000000 0.00000000>
0.00414032 <17.50090426 3.50018085 0.00000000> <-0.19805385 0.59216853 -0.57998125> <0.00000000 0.00000000 0.00000000>
0.00414032 <14.00072341 0.00000000 7.00036170> <0.14796465 0.30407827 0.16990862> <0.00000000 0.00000000 0.00000000>
0.00414032 <17.50090426 0.00000000 10.50054256> <-0.04761386 -0.74347636 0.57972771> <0.00000000 0.00000000 0.00000000>
0.00414032 <14.00072341 3.50018085 10.50054256> <0.86118244 -1.15435745 -0.48410055> <0.00000000 0.00000000 0.00000000>
0.00414032 <17.50090426 3.50018085 7.00036170> <0.06799935 0.44430134 -0.32159163> <0.00000000 0.00000000 0.00000000>
0.00414032 <14.00072341 0.00000000 14.00072341> <-0.24191635 -0.78241393 -0.19952539> <0.00000000 0.00000000 0.00000000>
0.00414032 <17.50090426 0.00000000 17.50090426> <0.60658953 -0.32388486 0.21056995> <0.00000000 0.00000000 0.00000000>
0.00414032 <14.00072341 3.50018085 17.50090426> <0.33564040 -0.12570537 -0.01840884> <0.00000000 0.00000000 0.00000000>
0.00414032 <17.50090426 3.50018085 14.00072341> <-0.05939934 0.12719008 0.00826384> <0.00000000 0.00000000 0.00000000>
0.00414032 <14.00072341 7.00036170 0.00000000> <-0.21909975 -0.34143298 -0.25485353> <0.00000000 0.00000000 0.00000000>
0.00414032 <17.50090426 7.00036170 3.50018085> <-0.16214202 0.24963815 -0.37638789> <0.00000000 0.00000000 0.00000000>
0.00414032 <14.00072341 10.50054256 3.50018085> <-0.51992584 -0.28544845 -0.66179461> <0.00000000 0.00000000 0.00000000>
0.00414032 <17.50090426 10.50054256 0.00000000> <0.10057018 0.01101110 -0.86098595> <0.00000000 0.00000000 0.00000000>
0.00414032 <14.00072341 7.00036170 7.00036170> <0.00536108 -0.28569231 0.49406728> <0.00000000 0.00000000 0.00000000>
0.00414032 <17.50090426 7.00036170 10.50054256> <-0.42856250 -0.03410777 1.18906454> <0.00000000 0.00000000 0.00000000>
0.00414032 <14.00072341 10.50054256 10.50054256> <0.27185296 0.07320383 -1.02133141> <0.00000000 0.00000000 0.00000000>
0.00414032 <17.50090426 10.50054256 7.00036170> <-0.54243306 1.11640493 -0.19029195> <0.00000000 0.00000000 0.00000000>
0.00414032 <14.00072341 7.00036170 14.00072341> <-1.13575730 0.69448855 -0.68592236> <0.00000000 0.00000000 0.00000000>
0.00414032 <17.50090426 7.00036170 17.50090426> <-0.17342292 -0.64855014 -0.18902602> <0.00000000 0.00000000 0.00000000>
0.00414032 <14.00072341 10.50054256 17.50090426> <0.17571885 0.59765139 0.25573788> <0.00000000 0.00000000 0.00000000>
0.00414032 <17.50090426 10.50054256 14.00072341> <-0.47794364 0.57887817 0.62262422> <0.00000000 0.00000000 0.00000000>
0.00414032 <14.00072341 14.00072341 0.00000000> <0.13524542 -0.06892322 0.25612713> <0.00000000 0.00000000 0.00000000>
0.00414032 <17.50090426 14.00072341 3.50018085> <-1.13935004 -0.31297727 0.13502227> <0.00000000 0.00000000 0.00000000>
0.00414032 <14.00072341 17.50090426 3.50018085> <-0.17236099 0.00913744 0.49624655> <0.00000000 0.00000000 0.00000000>
0.00414032 <17.50090426 17.50090426 0.00000000> <-0.32052950 -0.92678169 0.85867193> <0.00000000 0.00000000 0.00000000>
0.00414032 <14.00072341 14.00072341 7.00036170> <-0.13477304 0.12454244 -0.15563300> <0.00000000 0.00000000 0.00000000>
0.00414032 <17.50090426 14.00072341 10.50054256> <0.15276603 -0.23564783 0.27760647> <0.00000000 0.00000000 0.00000000>
0.00414032 <14.00072341 17.50090426 10.50054256> <0.33531930 -0.56205081 -0.65789034> <0.00000000 0.00000000 0.00000000>
0.00414032 <17.50090426 17.50090426 7.00036170> <-1.60880045 -0.83658567 -0.73462522> <0.00000000 0.00000000 0.00000000>
0.00414032 <14.00072341 14.00072341 14.00072341> <0.06252921 0.10192499 0.31694127> <0.00000000 0.00000000 0.00000000>
0.00414032 <17.50090426 14.00072341 17.50090426> <0.71062159 0.11775720 1.05687418> <0.00000000 0.00000000 0.00000000>
0.00414032 <14.00072341 17.50090426 17.50090426> <-0.00161834 -0.32126875 -0.25982674> <0.00000000 0.00000000 0.00000000>
0.00414032 <17.50090426 17.50090426 14.00072341> <-0.38210317 -0.39037574 -0.16290003> <0.00000000 0.00000000 0.00000000>
