0.00414032 <0.00000000 0.00000000 0.00000000> <-0.37195247 0.53057103 -0.00278285> <0.00000000 0.00000000 0.00000000>
0.00414032 <3.50018085 0.00000000 3.50018085> <0.64850619 -0.16745161 -0.07252806> <0.00000000 0.00000000 0.00000000>
0.00414032 <0.00000000 3.50018085 3.50018085> <0.56030104 -0.03704357 0.41806744> <0.00000000 0.00000000 0.00000000>
0.00414032 <3.50018085 3.50018085 0.00000000> <-0.12554933 -0.50683984 -0.16325142> <0.00000000 0.00000000 0.00000000>
0.00414032 <0.00000000 0.00000000 7.00036170> <-0.28755208 -0.20823490 -0.28378006> <0.00000000 0.00000000 0.00000000>
0.00414032 <3.50018085 0.00000000 10.50054256> <0.42729533 0.41585325 -0.18110485> <0.00000000 0.00000000 0.00000000>
0.00414032 <0.00000000 3.50018085 10.50054256> <0.66668829 0.38063751 0.51349096> <0.00000000 0.00000000 0.00000000>
0.00414032 <3.50018085 3.50018085 7.00036170> <-0.27972434 -0.05892320 0.19455835> <0.00000000 0.00000000 0.00000000>
0.00414032 <0.00000000 0.00000000 14.00072341> <-0.01626901 0.66172181 0.44100539> <0.00000000 0.00000000 0.00000000>
0.00414032 <3.50018085 0.00000000 17.50090426> <-0.34791357 0.74624130 -0.30251171> <0.00000000 0.00000000 0.00000000>
0.00414032 <0.00000000 3.50018085 17.50090426> <-0.65268079 0.32697107 -0.55308114> <0.00000000 0.00000000 0.00000000>
0.00414032 <3.50018085 3.50018085 14.00072341> <0.16902748 0.28474293 0.20596952> <0.00000000 0.00000000 0.00000000>
0.00414032 <0.00000000 7.00036170 0.00000000> <0.71075693 0.15552678 0.10289993> <0.00000000 0.00000000 0.00000000>
0.00414032 <3.50018085 7.00036170 3.50018085> <0.14730370 0.81273018 1.04455838> <0.00000000 0.00000000 0.00000000>
0.00414032 <0.00000000 10.50054256 3.50018085> <-0.87918181 -0.71117698 0.17843441> <0.00000000 0.00000000 0.00000000>
0.00414032 <3.50018085 10.50054256 0.00000000> <1.27536527 -0.39180307 -0.70513914> <0.00000000 0.00000000 0.00000000>
0.00414032 <0.00000000 7.00036170 7.00036170> <-0.39175415 0.41211253 0.75664440> <0.00000000 0.00000000 0.00000000>
0.00414032 <3.50018085 7.00036170 10.50054256> <0.30246581 -1.01802377 0.59113393> <0.00000000 0.00000000 0.00000000>
0.00414032 <0.00000000 10.50054256 10.50054256> <0.70277770 0.04904612 0.15918012> <0.00000000 0.00000000 0.00000000>
0.00414032 <3.50018085 10.50054256 7.00036170> <-0.08564104 0.15400811 -0.64029104> <0.00000000 0.00000000 0.00000000>
0.00414032 <0.00000000 7.00036170 14.00072341> <-0.37944043 0.35075009 0.28547910> <0.00000000 0.00000000 0.00000000>
0.00414032 <3.50018085 7.00036170 17.50090426> <0.40247890 -0.04397932 -0.25280320> <0.00000000 0.00000000 0.00000000>
0.00414032 <0.00000000 10.50054256 17.50090426> <0.79249933 0.38252959 0.29826911> <0.00000000 0.00000000 0.00000000>
0.00414032 <3.50018085 10.50054256 14.00072341> <-0.35995119 0.24913496 0.63998549> <0.00000000 0.00000000 0.00000000>
0.00414032 <0.00000000 14.00072341 0.00000000> <-0.21902374 0.48466776 -0.14839936> <0.00000000 0.00000000 0.00000000>
0.00414032 <3.50018085 14.00072341 3.50018085> <-0.12661824 -0.03519777 -0.00728539> <0.00000000 0.00000000 0.00000000>
0.00414032 <0.00000000 17.50090426 3.50018085> <1.07226289 -0.30221618 -0.03467273> <0.00000000 0.00000000 0.00000000>
0.00414032 <3.50018085 17.50090426 0.00000000> <0.14211752 -0.46882408 0.09536571> <0.00000000 0.00000000 0.00000000>
